Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
196,Text,Target_Compound,Example 74,,C(C)(=O)OC1=C(C(=CC(=C1)C(NCCN[C]C(C1=CC=CC=C1)=O)=O)OC(C)=O)OC(C)=O,"5-((2-((2-Oxo-2-phenyl-1lambda2-ethyl)amino)ethyl)carbamoyl)benzene-1,2,3-triyl triacetate",MEDIUM,Check_Stereo_Ambiguity
197,Text,Target_Compound,Example 75-001,,OC=1C=C(C(=O)NCCN[C]C(C2=CC=CC=C2)=O)C=C(C1O)O,"3,4,5-Trihydroxy-N-(2-((2-oxo-2-phenyl-1lambda2-ethyl)amino)ethyl)benzamide",MEDIUM,Check_Stereo_Ambiguity
197,Text,Target_Compound,Example 75-002,,OC=1C=C(C(=O)NCCNCC(C2=CC=CC=C2)=O)C=C(C1O)O,"3,4,5-Trihydroxy-N-(2-((2-oxo-2-phenyl-1$\lambda^2$-ethyl)amino)ethyl)benzamide",MEDIUM,Check_Stereo_Ambiguity; Formatting_Artifacts
197,Text,Target_Compound,Example 76-001,,O=C([C]NCCNC(=O)C=1C=C(C(=C(C1)OCC(=O)OC)OCC(=O)OC)OCC(=O)OC)C1=CC=CC=C1,"Trimethyl 2,2',2''-((5-((2-((2-oxo-2-phenyl-1lambda2-ethyl)amino)ethyl)carbamoyl)benzene-1,2,3-triyl)tris(oxy))triacetate",MEDIUM,Check_Stereo_Ambiguity
197,Text,Target_Compound,Example 76-002,,O=C(CNCCNC(=O)C=1C=C(C(=C(C1)OCC(=O)OC)OCC(=O)OC)OCC(=O)OC)C1=CC=CC=C1,"Trimethyl 2,2',2''-((5-((2-((2-oxo-2-phenyl-1$\lambda^2$-ethyl)amino)ethyl)carbamoyl)benzene-1,2,3-triyl)tris(oxy))triacetate",MEDIUM,Check_Stereo_Ambiguity; Formatting_Artifacts
197,Text,Target_Compound,Example 77-001,,O=C([C]NCCNC(=O)C=1C=C(C(=C(C1)OCC(=O)O)OCC(=O)O)OCC(=O)O)C1=CC=CC=C1,"2,2',2''-((5-((2-((2-Oxo-2-phenyl-1lambda2-ethyl)amino)ethyl)carbamoyl)benzene-1,2,3-triyl)tris(oxy))triacetic acid",MEDIUM,Check_Stereo_Ambiguity
197,Text,Target_Compound,Example 77-002,,O=C(CNCCNC(=O)C=1C=C(C(=C(C1)OCC(=O)O)OCC(=O)O)OCC(=O)O)C1=CC=CC=C1,"2,2',2''-((5-((2-((2-oxo-2-phenyl-1$\lambda^2$-ethyl)amino)ethyl)carbamoyl)benzene-1,2,3-triyl)tris(oxy))triacetic acid",MEDIUM,Check_Stereo_Ambiguity; Formatting_Artifacts
199,Text,Target_Compound,Example 123,Example 301,C(C1=CC=CC=C1)N1C[C@@]2([C@](C1)(C(OC2=O)=O)C)C,"(3aR,6aS)-5-Benzyl-3a,6a-dimethyltetrahydro-1H-furo[3,4-c]pyrrole-1,3(3aH)-dione",HIGH,OK
199,Text,Target_Compound,Example 124,Example 302,C(C1=CC=CC=C1)N1C[C@]([C@](C1)(C)CO)(C)CO,"((3R,4S)-1-Benzyl-3,4-dimethylpyrrolidine-3,4-diyl)dimethanol",HIGH,OK
200,Text,Target_Compound,Example 125,,C[C@@]1(CNC[C@@]1(C)CO)CO,"((3R,4S)-3,4-Dimethylpyrrolidine-3,4-diyl)dimethanol",HIGH,OK
200,Text,Target_Compound,Example 126,,OC[C@]1(CN(C[C@@]1(C)CO)C(CCCCCCCCC(=O)OC)=O)C,"Methyl 10-((3R,4S)-3,4-bis(hydroxymethyl)-3,4-dimethylpyrrolidin-1-yl)-10-oxodecanoate",HIGH,OK
200,Text,Target_Compound,Example 127,,COC1=CC=C(C=C1)C(OC[C@]1(CN(C[C@@]1(C)CO)C(CCCCCCCCC(=O)OC)=O)C)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,"Methyl 10-((3R,4S)-3-((bis(4-methoxyphenyl)(phenyl)methoxy)methyl)-4-(hydroxymethyl)-3,4-dimethylpyrrolidin-1-yl)-10-oxodecanoate",HIGH,OK
202,Text,Target_Compound,'146-1,,C(CCCCCCCCCCC(=O)OC)(=O)ON1C(CCC1=O)=O,"1-(2,5-dioxopyrrolidin-1-yl) 12-methyl dodecanedioate",HIGH,OK
202,Text,Target_Compound,'146-3,,C12CC(CC2O1)CO,(6-oxabicyclo[3.1.0]hexan-3-yl)methanol,HIGH,OK
202,Text,Target_Compound,'146-4,,NC1C(CC(C1)CO)O,2-amino-4-(hydroxymethyl)cyclopentan-1-ol,HIGH,OK
203,Text,Target_Compound,'146-5,,OC1C(CC(C1)CO)NC(CCCCCCCCCCC(=O)OC)=O,Methyl 12-(2-hydroxy-4-(hydroxymethyl)cyclopentylamino)-12-oxododecanoate,HIGH,OK
205,Text,Target_Compound,Example 136,,Cl.OC[C@@]1(C[C@H](CN1)O)C,"(3R,5S)-5-(hydroxymethyl)-5-methylpyrrolidin-3-ol hydrochloride",HIGH,OK
205,Text,Target_Compound,Example 137,,O[C@@H]1C[C@@](N(C1)C(CCCCCCCCCCC(=O)OC)=O)(C)CO,"methyl 12-((2S,4R)-4-hydroxy-2-(hydroxymethyl)-2-methylpyrrolidin-1-yl)-12-oxododecanoate",HIGH,OK
206,Text,Target_Compound,'154-1,,COC1=CC=C(C=C1)C(OCCN1C(C2=CC=CC=C2C1=O)=O)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,"2-(2-(Bis(4-methoxyphenyl)(phenyl)methoxy)ethyl)isoindoline-1,3-dione",HIGH,OK
206,Text,Target_Compound,Example 138,,COC1=CC=C(C=C1)C(OC[C@]1(N(C[C@@H](C1)O)C(CCCCCCCCCCC(=O)OC)=O)C)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,"methyl 12-((2S,4R)-2-((bis(4-methoxyphenyl)(phenyl)methoxy)methyl)-4-hydroxy-2-methylpyrrolidin-1-yl)-12-oxododecanoate",HIGH,OK
207,Text,Target_Compound,'154-3,,O[C@@H]([C@@H](C(=O)O)NC(CCCCCCCCCCC(=O)OC)=O)C,"(2S,3R)-3-hydroxy-2-(12-methoxy-12-oxododecanamido)butanoic acid",HIGH,OK
207,Text,Target_Compound,Example 154,,COC1=CC=C(C=C1)C(OCCNC([C@H]([C@@H](C)O)NC(CCCCCCCCCCC(=O)OC)=O)=O)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,"methyl 12-((2S,3R)-1-(2-(bis(4-methoxyphenyl)(phenyl)methoxy)ethylamino)-3-hydroxy-1-oxobutan-2-ylamino)-12-oxododecanoate",HIGH,OK
209,Text,Target_Compound,'164-3,,Cl.N1CC(CC1)C(CO)O,"1-(pyrrolidin-3-yl)ethane-1,2-diol hydrochloride",HIGH,OK
209,Text,Target_Compound,'164-4,,OC(CO)C1CN(CC1)C(CCCCCCCCCCC(=O)OC)=O,"methyl 12-(3-(1,2-dihydroxyethyl)pyrrolidin-1-yl)-12-oxododecanoate",HIGH,OK
209,Text,Target_Compound,Example 164,,COC1=CC=C(C=C1)C(OCC(O)C1CN(CC1)C(CCCCCCCCCCC(=O)OC)=O)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,methyl 12-(3-(2-(bis(4-methoxyphenyl)(phenyl)methoxy)-1-hydroxyethyl)pyrrolidin-1-yl)-12-oxododecanoate,HIGH,OK
210,Text,Target_Compound,'170-1,,C(C)(C)(C)OC(=O)NCCNC(CCCCCCCCCCC(=O)OC)=O,methyl 12-(2-(tert-butoxycarbonylamino)ethylamino)-12-oxododecanoate,HIGH,OK
210,Text,Target_Compound,'170-2,,Cl.NCCNC(CCCCCCCCCCC(=O)OC)=O,methyl 12-(2-aminoethylamino)-12-oxododecanoate hydrochloride,HIGH,OK
210,Text,Target_Compound,'170-3,,CC1(OCC(O1)C(=O)O)C,"(S)-2,2-dimethyl-1,3-dioxolane-4-carboxylic acid",HIGH,OK
211,Text,Target_Compound,'170-4,,CC1(OCC(O1)C(=O)ON1C(CCC1=O)=O)C,"(S)-2,5-Dioxopyrrolidin-1-yl 2,2-dimethyl-1,3-dioxolane-4-carboxylate",HIGH,OK
211,Text,Target_Compound,'170-5,,CC1(OCC(O1)C(=O)NCCNC(CCCCCCCCCCC(=O)OC)=O)C,"(S)-methyl 12-(2-(2,2-dimethyl-1,3-dioxolane-4-carboxamido)ethylamino)-12-oxododecanoate",HIGH,OK
211,Text,Target_Compound,'170-6,,OC(C(=O)NCCNC(CCCCCCCCCCC(=O)OC)=O)CO,"(S)-methyl 12-(2-(2,3-dihydroxypropanamido)ethylamino)-12-oxododecanoate",HIGH,OK
212,Text,Target_Compound,Example 170,,COC1=CC=C(C=C1)C(OCC(C(=O)NCCNC(CCCCCCCCCCC(=O)OC)=O)O)(C1=CC=CC=C1)C1=CC=C(C=C1)OC,(S)-methyl 12-(2-(3-(bis(4-methoxyphenyl)(phenyl)methoxy)-2-hydroxypropanamido)ethylamino)-12-oxododecanoate,HIGH,OK
214,Text,Target_Compound,Example 131,,NCCCCCCCCCCCC(=O)O,12-aminoundecanoic acid,HIGH,OK
214,Text,Target_Compound,Example 132,,NCCCCCCCCCCCC(=O)OC,methyl 12-aminododecanoate,HIGH,OK
220,Text,Target_Compound,Example 82,,CC1=CC=C(C=C1)S(=O)(=O)OCCOCCOCCOCCOCCO,"14-Hydroxy-3,6,9,12-tetraoxatetradecyl 4-methylbenzenesulfonate",HIGH,OK
220,Text,Target_Compound,Example 83,,N(=[N+]=[N-])CCOCCOCCOCCOCCO,"14-azido-3,6,9,12-tetraoxatetradecan-1-ol",HIGH,OK
223,Text,Target_Compound,Example 86,,N(=[N+]=[N-])CCOCCOCCO,2-(2-(2-azidoethoxy)ethoxy)ethan-1-ol,HIGH,OK
227,Text,Target_Compound,86a,,N(=[N+]=[N-])CCOCCOCCO,2-(2-(2-azidoethoxy)ethoxy)ethan-1-ol,HIGH,OK
230,Text,Target_Compound,86b,,N(=[N+]=[N-])CCOCCOCCO,2-(2-(2-azidoethoxy)ethoxy)ethan-1-ol,HIGH,OK
233,Text,Target_Compound,86c,,N(=[N+]=[N-])CCOCCOCCO,2-(2-(2-azidoethoxy)ethoxy)ethan-1-ol,HIGH,OK
238,Text,Target_Compound,Example 105,105a,O=C(CNCC(=O)NC=1C=C(C=C(C(=O)OC)C1)C(=O)OC)C1=CC=CC=C1,Dimethyl 5-(2-((2-oxo-2-phenylethyl)amino)acetamido)isophthalate,HIGH,OK
239,Text,Target_Compound,Example 106,106a,O=C(CNCC(=O)NC=1C=C(C=C(C(=O)O)C1)C(=O)O)C1=CC=CC=C1,5-(2-((2-oxo-2-phenylethyl)amino)acetamido)isophthalic acid,HIGH,OK
241,Text,Target_Compound,105a,Example 105,O=C(CNCC(=O)NC=1C=C(C=C(C(=O)OC)C1)C(=O)OC)C1=CC=CC=C1,Dimethyl 5-(2-((2-oxo-2-phenylethyl)amino)acetamido)isophthalate,HIGH,OK
241,Text,Target_Compound,106a,Example 106,O=C(CNCC(=O)NC=1C=C(C=C(C(=O)O)C1)C(=O)O)C1=CC=CC=C1,5-(2-((2-oxo-2-phenylethyl)amino)acetamido)isophthalic acid,HIGH,OK
259,Text,Target_Compound,Example 301,Example 123,C(C1=CC=CC=C1)N1C[C@@]2([C@](C1)(C(OC2=O)=O)C)C,"Racemic (cis) 5-Benzyl-3a,6a-dimethyltetrahydro-1H-furo[3,4-c]pyrrole-1,3(3aH)-dione",HIGH,OK
259,Text,Target_Compound,Example 302,Example 124,C(C1=CC=CC=C1)N1C[C@]([C@](C1)(C)CO)(C)CO,"Racemic (cis) (1-Benzyl-3,4-dimethylpyrrolidine-3,4-diyl)dimethanol",HIGH,OK
259,Text,Target_Compound,Example 303,,OC[C@]1(CNC[C@]1(C)CO)C,"Racemic (cis) (3,4-Dimethylpyrrolidine-3,4-diyl)dimethanol",HIGH,OK
261,Text,Target_Compound,Example 308,Example 508-001,ClCCOCCOCCO,2-[2-(2-chloroethoxy)ethoxy]ethanol,HIGH,OK
262,Text,Target_Compound,Example 312,,O=C([C]NCC(=O)NC=1C=C(C=C(C(=O)OC)C1)C(=O)OC)C1=CC=CC=C1,Dimethyl 5-(2-((2-oxo-2-phenyl-1lambda2-ethyl)amino)acetamido)isophthalate,MEDIUM,Check_Stereo_Ambiguity
262,Text,Target_Compound,Example 313,,O=C([C]NCC(=O)NC=1C=C(C=C(C(=O)O)C1)C(=O)O)C1=CC=CC=C1,5-(2-((2-oxo-2-phenyl-1lambda2-ethyl)amino)acetamido)isophthalic acid,MEDIUM,Check_Stereo_Ambiguity
268,Text,Target_Compound,Example 508-001,Example 308,ClCCOCCOCCO,2-[2-(2-chloroethoxy)ethoxy]ethanol,HIGH,OK
276,Text,Target_Compound,-,DSPC,C(CCCCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-Distearoyl-sn-glycero-3-phosphocholine",HIGH,OK
276,Text,Target_Compound,-,Cholesterol,C[C@]12[C@H]3CC[C@@]4([C@H](CC[C@H]4[C@@H]3CCC2C[C@H](CC1)O)[C@H](C)CCCC(C)C)C,Cholest-5-en-3beta-ol,HIGH,OK
284,Text,Target_Compound,DPPC,,C(CCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,dipalmitoylphosphatidylcholine,HIGH,OK
284,Text,Target_Compound,DSPC,,C(CCCCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,distearoylphosphatidylcholine,HIGH,OK
