Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
71,Image,Target_Compound,II-8,,[Cl-].C[N+](CCOCC(COCCCCCCCC\C=C/CCCCCCCC)OCCCCCCCC\C=C/CCCCCCCC)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((9Z)-octadec-9-enyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
71,Image,Target_Compound,II-9,,[Cl-].C[N+](CCOCC(COC(CCC(OCCCCCCCC\C=C/CCCCCCCC)=O)=O)OC(CCC(=O)OCCCCCCCC\C=C/CCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((4-((9Z)-octadec-9-enyloxy)-4-oxobutanoyl)oxy)propyl)oxy)ethanaminium chloride",HIGH,OK
71,Image,Target_Compound,II-10,,[Cl-].C[N+](CCOCC(COC(CCC(OCCCCCCCC\C=C/C\C=C/CCCCC)=O)=O)OC(CCC(=O)OCCCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((4-((9Z,12Z)-octadeca-9,12-dienyloxy)-4-oxobutanoyl)oxy)propyl)oxy)ethanaminium chloride",HIGH,OK
71,Image,Target_Compound,II-11,,[Cl-].C[N+](CCOCC(COC(CCC(OCCCCCCCCCCCCCC)=O)=O)OC(CCC(=O)OCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((4-(tetradecyloxy)-4-oxobutanoyl)oxy)propyl)oxy)ethanaminium chloride",HIGH,OK
72,Image,Target_Compound,II-12,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
72,Image,Target_Compound,II-13,,[Cl-].C[N+](CCCOC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((((2-(2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propoxy)ethyl)amino)carbonyl)oxy)propan-1-aminium chloride",HIGH,OK
72,Image,Target_Compound,II-14,,[Cl-].OC(C[N+](C)(C)C)COCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"2-Hydroxy-N,N,N-trimethyl-3-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)propan-1-aminium chloride",HIGH,OK
72,Image,Target_Compound,II-15,,[Cl-].C[N+](CCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)propan-1-aminium chloride",HIGH,OK
72,Image,Target_Compound,II-16,,[Cl-].C[N+](CCCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-4-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)butan-1-aminium chloride",HIGH,OK
72,Image,Target_Compound,II-17,,[Cl-].C[N+](CC(COCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C)(C)C,"N,N,N,2,2-Pentamethyl-3-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)propan-1-aminium chloride",HIGH,OK
73,Image,Target_Compound,II-18,,[Cl-].C[N+](CCOCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-(2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethoxy)ethanaminium chloride",HIGH,OK
73,Image,Target_Compound,II-19,,[Cl-].C[N+](CCCOCCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-3-(3-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)propoxy)propan-1-aminium chloride",HIGH,OK
73,Image,Target_Compound,II-20,,[Cl-].OCC[N+](C)(C)CCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"2-Hydroxy-N-(2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)-N,N-dimethylethanaminium chloride",HIGH,OK
73,Image,Target_Compound,II-21,III-2,[Cl-].C[N+](CCCC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-4-((2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)amino)-4-oxobutan-1-aminium chloride",HIGH,OK
73,Image,Target_Compound,II-22,III-3,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
74,Image,Target_Compound,II-23,,[Cl-].C[N+](CC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)amino)-2-oxoethanaminium chloride",HIGH,OK
74,Image,Target_Compound,II-24,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
74,Image,Target_Compound,II-25,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)CC,"N,N-Diethyl-N-methyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
74,Image,Target_Compound,III-1,,[Cl-].OC(C[N+](C)(C)C)CCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"2-Hydroxy-N,N,N-trimethyl-5-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)pentan-1-aminium chloride",HIGH,OK
74,Image,Target_Compound,IV-1,,[Cl-].C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OC(COCC[N+](CCC)(C)C)COC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"N-(2-((2,3-Bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)-N,N-dimethylpropan-1-aminium chloride",HIGH,OK
75,Image,Target_Compound,II-26,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(CC)CC,"N,N,N-Triethyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
75,Image,Target_Compound,II-27,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(CCC)C,"N,N-Dimethyl-N-propyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
75,Image,Target_Compound,II-28,,[Cl-].C(CCC)[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N-Butyl-N,N-dimethyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
75,Image,Target_Compound,II-29,,[Cl-].C(C)(C)[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N-Isopropyl-N,N-dimethyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
75,Image,Target_Compound,II-30,,[Cl-].C[N+](CC(=O)NCCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethyl)amino)-2-oxoethanaminium chloride",HIGH,OK
76,Image,Target_Compound,II-31,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
76,Image,Target_Compound,II-32,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)CC,"N,N-Diethyl-N-methyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
76,Image,Target_Compound,II-33,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(CC)CC,"N,N,N-Triethyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
76,Image,Target_Compound,II-34,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(CCC)C,"N,N-Dimethyl-N-propyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
76,Image,Target_Compound,II-35,,[Cl-].C(CCC)[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N-Butyl-N,N-dimethyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
77,Image,Target_Compound,II-36,,[Cl-].C(C)(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N-Isopropyl-N,N-dimethyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
77,Image,Target_Compound,II-37,,[Cl-].C[N+](CC(=O)NCCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2-((2,3-bis(palmitoyloxy)propyl)oxy)ethyl)amino)-2-oxoethanaminium chloride",HIGH,OK
77,Image,Target_Compound,II-38,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis(stearoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
77,Image,Target_Compound,II-39,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)(C)CC,"N,N-Diethyl-N-methyl-2-((2,3-bis(stearoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
77,Image,Target_Compound,II-40,III-6,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis(stearoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
78,Image,Target_Compound,II-41,,[Cl-].C[NH+]1CCC(CC1)CCC(=O)NCCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O,"1-Methyl-4-(3-((2-((2,3-bis(stearoyloxy)propyl)oxy)ethyl)amino)-3-oxopropyl)piperidinium chloride",HIGH,OK
78,Image,Target_Compound,II-42,,[Cl-].C(CCCCCCCCCCCCCCCCC)(=O)OC(COCCNC(=O)OCC[N+](C)(C)C)COC(CCCCCCCCCCCCCCCCC)=O,"2-((((2-(2,3-Bis(stearoyloxy)propoxy)ethyl)amino)carbonyl)oxy)-N,N,N-trimethylethanaminium chloride",HIGH,OK
78,Image,Target_Compound,II-43,,[Cl-].C[N+](CCOCC(COC(CC(CCCC(CCCC(CCCC(C)C)C)C)C)=O)OC(CC(CCCC(CCCC(CCCC(C)C)C)C)C)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(3,7,11,15-tetramethylhexadecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
78,Image,Target_Compound,II-44,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(stearoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
78,Image,Target_Compound,II-45,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(icosanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
79,Image,Target_Compound,II-46,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(docosanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
79,Image,Target_Compound,II-47,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis(lauroyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
79,Image,Target_Compound,II-48,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(C)CC,"N,N-Diethyl-N-methyl-2-((2,3-bis(lauroyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
79,Image,Target_Compound,II-49,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(CC)CC,"N,N,N-Triethyl-2-((2,3-bis(lauroyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
79,Image,Target_Compound,II-50,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(CCC)C,"N,N-Dimethyl-N-propyl-2-((2,3-bis(lauroyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
80,Image,Target_Compound,II-51,,[Cl-].C(C)(C)[N+](CCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(C)C,"N-Isopropyl-N,N-dimethyl-2-((2,3-bis(lauroyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
80,Image,Target_Compound,II-52,,[Cl-].C(C)[N+](CCOCC(COC(CCCCCCCCC)=O)OC(CCCCCCCCC)=O)(C)C,"N-Ethyl-N,N-dimethyl-2-((2,3-bis(decanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
80,Image,Target_Compound,II-53,,[Cl-].C(CCC)[N+](CCOCC(COC(CCCCCCCCC)=O)OC(CCCCCCCCC)=O)(C)C,"N-Butyl-N,N-dimethyl-2-((2,3-bis(decanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
80,Image,Target_Compound,III-2,II-21,[Cl-].C[N+](CCCC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-4-((2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)amino)-4-oxobutan-1-aminium chloride",HIGH,OK
80,Image,Target_Compound,III-3,II-22,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
81,Image,Target_Compound,III-4,,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
81,Image,Target_Compound,III-5,,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis(palmitoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
81,Image,Target_Compound,III-6,II-40,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis(stearoyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
81,Image,Target_Compound,III-7,,[Cl-].C[N+](CCC(=O)NCCOCC(COC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-3-((2-((2,3-bis(lauroyloxy)propyl)oxy)ethyl)amino)-3-oxopropan-1-aminium chloride",HIGH,OK
81,Image,Target_Compound,IV-2,,[Cl-].C(CCC)[N+](C)(C)CCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"N-Butyl-N-(2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)-N,N-dimethylammonium chloride",HIGH,OK
81,Image,Target_Compound,IV-3,,[Cl-].C(C(C)C)[N+](C)(C)CCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"N-Isobutyl-N-(2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethyl)-N,N-dimethylammonium chloride",HIGH,OK
82,Image,Target_Compound,V'-1,,[Cl-].C[N+](CCOCC1OC[C@H]([C@@H]1OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-(((3,4-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)tetrahydrofuran-2-yl)methoxy)ethyl)ammonium chloride",HIGH,OK
83,Image,Target_Compound,V''-1,I-6,[Cl-].OCC[N+](C)(CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"2-Hydroxy-N,N-bis(2-((9Z,12Z)-octadeca-9,12-dienoyloxy)ethyl)-N-methylethanaminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A1 / Compound I-1,Compound I-1,[Cl-].C[N+](CCOC(CCCCCCC\C=C/CCCCCCCC)=O)(CCOC(CCCCCCC\C=C/CCCCCCCC)=O)CCOC(CCCCCCC\C=C/CCCCCCCC)=O,"N-Methyl-2-(oleoyloxy)-N,N-bis(2-(oleoyloxy)ethyl)ethanaminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A2 / Compound I-2,Compound I-2,[Cl-].C[N+](CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"N-Methyl-2-((9Z,12Z)-octadeca-9,12-dienoyloxy)-N,N-bis(2-((9Z,12Z)-octadeca-9,12-dienoyloxy)ethyl)ethanaminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A3 / Compound I-3,Compound I-3,[Cl-].C[N+](CCCCCCCC\C=C/C\C=C/CCCCC)(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"(9Z,12Z)-N-Methyl-N,N-di((9Z,12Z)-octadeca-9,12-dienyl)octadeca-9,12-dien-1-aminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A4 / Compound I-4,Compound I-4,[Cl-].C[N+](CCCCCCCC\C=C/CCCCCCCC)(CCCCCCCC\C=C/CCCCCCCC)CCCCCCCC\C=C/CCCCCCCC,"(Z)-N-Methyl-N,N-di((Z)-octadec-9-enyl)octadec-9-en-1-aminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A5 / Compound I-5,Compound I-5,[Cl-].C(CCCCCCCCC\C=C/C\C=C/CCCCC)[N+](CCCCCCCCCC\C=C/C\C=C/CCCCC)(C)CCCCCCCCCC\C=C/C\C=C/CCCCC,"(11Z,14Z)-N,N-Di((11Z,14Z)-icosa-11,14-dienyl)-N-methylicosa-11,14-dien-1-aminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A6 / Compound I-6,Compound I-6,[Cl-].OCCC[N+](CCCCCCCC\C=C/C\C=C/CCCCC)(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"(9Z,12Z)-N-(3-Hydroxypropyl)-N,N-di((9Z,12Z)-octadeca-9,12-dienyl)octadeca-9,12-dien-1-aminium chloride",HIGH,OK
92,Text,Target_Compound,Reference Example A7 / Compound I-7,Compound I-7,[Cl-].OCC[N+](CCCCCCCC\C=C/C\C=C/CCCCC)(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"(9Z,12Z)-N-(2-Hydroxyethyl)-N,N-di((9Z,12Z)-octadeca-9,12-dienyl)octadeca-9,12-dien-1-aminium chloride",HIGH,OK
93,Text,Target_Compound,Reference Example A8 / Compound II-1,Compound II-1,[Cl-].C[N+](C(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-1,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)-2-(((9Z,12Z)-octadeca-9,12-dienoyloxy)methyl)propan-2-aminium chloride",HIGH,OK
93,Text,Target_Compound,Reference Example A9 / Compound II-2,Compound II-2,[Cl-].C[N+](C(COC(CCCCCCC\C=C/CCCC)=O)(COC(CCCCCCC\C=C/CCCC)=O)COC(CCCCCCC\C=C/CCCC)=O)(C)C,"N,N,N-Trimethyl-1,3-bis((Z)-tetradec-9-enoyloxy)-2-(((Z)-tetradec-9-enoyloxy)methyl)propan-2-aminium chloride",HIGH,OK
93,Text,Target_Compound,Reference Example A10 / Compound II-3,Compound II-3,[Cl-].C[N+](C(COC(CCCCCCC\C=C/CCCCCCCC)=O)(COC(CCCCCCC\C=C/CCCCCCCC)=O)COC(CCCCCCC\C=C/CCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-1,3-bis(oleoyloxy)-2-(oleoyloxymethyl)propan-2-aminium chloride",HIGH,OK
93,Text,Target_Compound,Reference Example A11 / Compound II-4,Compound II-4,[Cl-].C[N+](C(COC(CCCCCCCCCCCCCCCCC)=O)(COC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-1,3-bis(stearoyloxy)-2-(stearoyloxymethyl)propan-2-aminium chloride",HIGH,OK
93,Text,Target_Compound,Reference Example A12 / Compound II-5,Compound II-5,[Cl-].C(CCCCCCC\C=C/CCCCCC)(=O)OCC(COC(CCCCCCC\C=C/CCCCCC)=O)([N+](C)(C)C)COC(CCCCCCC\C=C/CCCCCC)=O,"1,3-Bis((Z)-hexadec-9-enoyloxy)-2-(((Z)-hexadec-9-enoyloxy)methyl)-N,N,N-trimethylpropan-2-aminium chloride",HIGH,OK
94,Text,Target_Compound,Reference Example A13 / Compound II-6,Compound II-6,[Cl-].C[N+](C(COCCCCCCCC\C=C/C\C=C/CCCCC)(COCCCCCCCC\C=C/C\C=C/CCCCC)COCCCCCCCC\C=C/C\C=C/CCCCC)(C)C,"N,N,N-Trimethyl-1,3-bis((9Z,12Z)-octadeca-9,12-dienyloxy)-2-(((9Z,12Z)-octadeca-9,12-dienyloxy)methyl)propan-2-aminium chloride",HIGH,OK
94,Text,Target_Compound,Reference Example A14 / Compound II-7,Compound II-7,[Cl-].C[N+](C(COCCCCCCCC\C=C/CCCC)(COCCCCCCCC\C=C/CCCC)COCCCCCCCC\C=C/CCCC)(C)C,"N,N,N-Trimethyl-1,3-bis((Z)-tetradec-9-enyloxy)-2-(((Z)-tetradec-9-enyloxy)methyl)propan-2-aminium chloride",HIGH,OK
94,Text,Target_Compound,Reference Example A15 / Compound II-8,Compound II-8,[Cl-].C(CCCCCCC\C=C/CCCCCC)OCC(COCCCCCCCC\C=C/CCCCCC)([N+](C)(C)C)COCCCCCCCC\C=C/CCCCCC,"1,3-Bis((Z)-hexadec-9-enyloxy)-2-(((Z)-hexadec-9-enyloxy)methyl)-N,N,N-trimethylpropan-2-aminium chloride",HIGH,OK
94,Text,Target_Compound,Reference Example A16 / Compound II-9,Compound II-9,[Cl-].C[N+](C(COCCC(OCCCCCCCC\C=C/C\C=C/CCCCC)=O)(COCCC(OCCCCCCCC\C=C/C\C=C/CCCCC)=O)COCCC(=O)OCCCCCCCC\C=C/C\C=C/CCCCC)(C)C,"(6Z,9Z,40Z,43Z)-N,N,N-Trimethyl-25-((3-((9Z,12Z)-octadeca-9,12-dienyloxy)-3-oxopropoxy)methyl)-20,30-dioxo-19,23,27,31-tetraoxanonatetraconta-6,9,40,43-tetraen-25-aminium chloride",HIGH,OK
95,Text,Target_Compound,Reference Example A17 / Compound II-10,Compound II-10,[Cl-].C(CCCCCCC\C=C/CCCCCC)OC(CCOCC(COCCC(OCCCCCCCC\C=C/CCCCCC)=O)(COCCC(OCCCCCCCC\C=C/CCCCCC)=O)[N+](C)(C)C)=O,"(7Z,38Z)-23-((3-((Z)-Hexadec-9-enyloxy)-3-oxopropoxy)methyl)-N,N,N-trimethyl-18,28-dioxo-17,21,25,29-tetraoxapentatetraconta-7,38-dien-23-aminium chloride",HIGH,OK
95,Text,Target_Compound,Reference Example A18 / Compound II-11,Compound II-11,[Cl-].C[N+](C(COCCC(OCCCCCCCC\C=C/CCCC)=O)(COCCC(OCCCCCCCC\C=C/CCCC)=O)COCCC(OCCCCCCCC\C=C/CCCC)=O)(C)C,"(5Z,36Z)-N,N,N-Trimethyl-16,26-dioxo-21-((3-oxo-3-((Z)-tetradec-9-enyloxy)propoxy)methyl)-15,19,23,27-tetraoxahentetraconta-5,36-dien-21-aminium chloride",HIGH,OK
